Id,Expected
test_0000.jpg,1
test_0001.jpg,1
test_0002.jpg,0
test_0003.jpg,1
test_0004.jpg,0
test_0005.jpg,1
test_0006.jpg,0
test_0007.jpg,0
test_0008.jpg,1
test_0009.jpg,1
test_0010.jpg,1
test_0011.jpg,0
test_0012.jpg,0
test_0013.jpg,1
test_0014.jpg,0
test_0015.jpg,1
test_0016.jpg,0
test_0017.jpg,0
test_0018.jpg,0
test_0019.jpg,1
test_0020.jpg,1
test_0021.jpg,0
test_0022.jpg,1
test_0023.jpg,0
test_0024.jpg,0
test_0025.jpg,0
test_0026.jpg,0
test_0027.jpg,1
test_0028.jpg,0
test_0029.jpg,1
test_0030.jpg,1
test_0031.jpg,1
test_0032.jpg,1
test_0033.jpg,1
test_0034.jpg,1
test_0035.jpg,1
test_0036.jpg,1
test_0037.jpg,1
test_0038.jpg,1
test_0039.jpg,1
test_0040.jpg,0
test_0041.jpg,1
test_0042.jpg,1
test_0043.jpg,1
test_0044.jpg,0
test_0045.jpg,1
test_0046.jpg,0
test_0047.jpg,1
test_0048.jpg,0
test_0049.jpg,1
test_0050.jpg,1
test_0051.jpg,1
test_0052.jpg,1
test_0053.jpg,0
test_0054.jpg,0
test_0055.jpg,1
test_0056.jpg,0
test_0057.jpg,0
test_0058.jpg,0
test_0059.jpg,0
test_0060.jpg,1
test_0061.jpg,1
test_0062.jpg,0
test_0063.jpg,0
test_0064.jpg,0
test_0065.jpg,0
test_0066.jpg,1
test_0067.jpg,0
test_0068.jpg,0
test_0069.jpg,1
test_0070.jpg,1
test_0071.jpg,0
test_0072.jpg,1
test_0073.jpg,0
test_0074.jpg,0
test_0075.jpg,1
test_0076.jpg,0
test_0077.jpg,1
test_0078.jpg,1
test_0079.jpg,0
test_0080.jpg,0
test_0081.jpg,1
test_0082.jpg,1
test_0083.jpg,0
test_0084.jpg,1
test_0085.jpg,0
test_0086.jpg,0
test_0087.jpg,1
test_0088.jpg,0
test_0089.jpg,0
test_0090.jpg,1
test_0091.jpg,0
test_0092.jpg,0
test_0093.jpg,0
test_0094.jpg,1
test_0095.jpg,0
test_0096.jpg,0
test_0097.jpg,1
test_0098.jpg,1
test_0099.jpg,1
test_0100.jpg,0
test_0101.jpg,1
test_0102.jpg,0
test_0103.jpg,0
test_0104.jpg,0
test_0105.jpg,1
test_0106.jpg,0
test_0107.jpg,0
test_0108.jpg,0
test_0109.jpg,0
test_0110.jpg,0
test_0111.jpg,0
test_0112.jpg,1
test_0113.jpg,1
test_0114.jpg,1
test_0115.jpg,1
test_0116.jpg,0
test_0117.jpg,0
test_0118.jpg,0
test_0119.jpg,1
test_0120.jpg,0
test_0121.jpg,1
test_0122.jpg,0
test_0123.jpg,0
test_0124.jpg,1
test_0125.jpg,0
test_0126.jpg,1
test_0127.jpg,1
test_0128.jpg,0
test_0129.jpg,0
test_0130.jpg,1
test_0131.jpg,0
test_0132.jpg,1
test_0133.jpg,0
test_0134.jpg,0
test_0135.jpg,0
test_0136.jpg,1
test_0137.jpg,0
test_0138.jpg,1
test_0139.jpg,0
test_0140.jpg,0
test_0141.jpg,1
test_0142.jpg,0
test_0143.jpg,1
test_0144.jpg,0
test_0145.jpg,1
test_0146.jpg,1
test_0147.jpg,0
test_0148.jpg,1
test_0149.jpg,0
test_0150.jpg,0
test_0151.jpg,1
test_0152.jpg,1
test_0153.jpg,0
test_0154.jpg,1
test_0155.jpg,1
test_0156.jpg,1
test_0157.jpg,0
test_0158.jpg,1
test_0159.jpg,1
test_0160.jpg,0
test_0161.jpg,1
test_0162.jpg,0
test_0163.jpg,1
test_0164.jpg,1
test_0165.jpg,1
test_0166.jpg,1
test_0167.jpg,1
test_0168.jpg,1
test_0169.jpg,1
test_0170.jpg,1
test_0171.jpg,1
test_0172.jpg,0
test_0173.jpg,0
test_0174.jpg,1
test_0175.jpg,0
test_0176.jpg,0
test_0177.jpg,0
test_0178.jpg,1
test_0179.jpg,1
test_0180.jpg,1
test_0181.jpg,1
test_0182.jpg,1
test_0183.jpg,1
test_0184.jpg,0
test_0185.jpg,0
test_0186.jpg,1
test_0187.jpg,0
test_0188.jpg,1
test_0189.jpg,0
test_0190.jpg,0
test_0191.jpg,1
test_0192.jpg,1
test_0193.jpg,1
test_0194.jpg,1
test_0195.jpg,1
test_0196.jpg,1
test_0197.jpg,0
test_0198.jpg,1
test_0199.jpg,0
test_0200.jpg,1
test_0201.jpg,1
test_0202.jpg,1
test_0203.jpg,1
test_0204.jpg,1
test_0205.jpg,0
test_0206.jpg,1
test_0207.jpg,1
test_0208.jpg,0
test_0209.jpg,1
test_0210.jpg,1
test_0211.jpg,1
test_0212.jpg,1
test_0213.jpg,1
test_0214.jpg,1
test_0215.jpg,1
test_0216.jpg,1
test_0217.jpg,0
test_0218.jpg,1
test_0219.jpg,0
test_0220.jpg,1
test_0221.jpg,1
test_0222.jpg,0
test_0223.jpg,0
test_0224.jpg,0
test_0225.jpg,0
test_0226.jpg,1
test_0227.jpg,1
test_0228.jpg,0
test_0229.jpg,1
test_0230.jpg,0
test_0231.jpg,1
test_0232.jpg,1
test_0233.jpg,0
test_0234.jpg,0
test_0235.jpg,1
test_0236.jpg,1
test_0237.jpg,1
test_0238.jpg,0
test_0239.jpg,0
test_0240.jpg,1
test_0241.jpg,0
test_0242.jpg,1
test_0243.jpg,0
test_0244.jpg,1
test_0245.jpg,1
test_0246.jpg,1
test_0247.jpg,1
test_0248.jpg,1
test_0249.jpg,0
test_0250.jpg,0
test_0251.jpg,1
test_0252.jpg,0
test_0253.jpg,0
test_0254.jpg,1
test_0255.jpg,0
test_0256.jpg,0
test_0257.jpg,0
test_0258.jpg,0
test_0259.jpg,1
test_0260.jpg,0
test_0261.jpg,0
test_0262.jpg,0
test_0263.jpg,0
test_0264.jpg,1
test_0265.jpg,1
test_0266.jpg,1
test_0267.jpg,1
test_0268.jpg,1
test_0269.jpg,0
test_0270.jpg,0
test_0271.jpg,1
test_0272.jpg,0
test_0273.jpg,1
test_0274.jpg,1
test_0275.jpg,0
test_0276.jpg,0
test_0277.jpg,1
test_0278.jpg,0
test_0279.jpg,0
test_0280.jpg,0
test_0281.jpg,1
test_0282.jpg,0
test_0283.jpg,1
test_0284.jpg,1
test_0285.jpg,0
test_0286.jpg,0
test_0287.jpg,1
test_0288.jpg,1
test_0289.jpg,1
test_0290.jpg,1
test_0291.jpg,1
test_0292.jpg,1
test_0293.jpg,1
test_0294.jpg,0
test_0295.jpg,0
test_0296.jpg,1
test_0297.jpg,0
test_0298.jpg,1
test_0299.jpg,0
test_0300.jpg,1
test_0301.jpg,1
test_0302.jpg,1
test_0303.jpg,1
test_0304.jpg,1
test_0305.jpg,1
test_0306.jpg,0
test_0307.jpg,0
test_0308.jpg,1
test_0309.jpg,0
test_0310.jpg,0
test_0311.jpg,0
test_0312.jpg,1
test_0313.jpg,0
test_0314.jpg,1
test_0315.jpg,1
test_0316.jpg,1
test_0317.jpg,1
test_0318.jpg,1
test_0319.jpg,1
test_0320.jpg,0
test_0321.jpg,0
test_0322.jpg,0
test_0323.jpg,1
test_0324.jpg,1
test_0325.jpg,0
test_0326.jpg,1
test_0327.jpg,1
test_0328.jpg,1
test_0329.jpg,1
test_0330.jpg,1
test_0331.jpg,1
test_0332.jpg,1
test_0333.jpg,0
test_0334.jpg,1
test_0335.jpg,0
test_0336.jpg,0
test_0337.jpg,1
test_0338.jpg,1
test_0339.jpg,0
test_0340.jpg,0
test_0341.jpg,0
test_0342.jpg,0
test_0343.jpg,1
test_0344.jpg,0
test_0345.jpg,1
test_0346.jpg,1
test_0347.jpg,1
test_0348.jpg,1
test_0349.jpg,0
test_0350.jpg,1
test_0351.jpg,0
test_0352.jpg,1
test_0353.jpg,0
test_0354.jpg,1
test_0355.jpg,1
test_0356.jpg,0
test_0357.jpg,0
test_0358.jpg,0
test_0359.jpg,1
test_0360.jpg,0
test_0361.jpg,1
test_0362.jpg,0
test_0363.jpg,0
test_0364.jpg,0
test_0365.jpg,1
test_0366.jpg,1
test_0367.jpg,0
test_0368.jpg,1
test_0369.jpg,0
test_0370.jpg,0
test_0371.jpg,0
test_0372.jpg,0
test_0373.jpg,0
test_0374.jpg,1
test_0375.jpg,1
test_0376.jpg,0
test_0377.jpg,1
test_0378.jpg,0
test_0379.jpg,1
test_0380.jpg,1
test_0381.jpg,1
test_0382.jpg,1
test_0383.jpg,1
test_0384.jpg,0
test_0385.jpg,1
test_0386.jpg,1
test_0387.jpg,1
test_0388.jpg,1
test_0389.jpg,0
test_0390.jpg,1
test_0391.jpg,1
test_0392.jpg,0
test_0393.jpg,1
test_0394.jpg,0
test_0395.jpg,1
test_0396.jpg,1
test_0397.jpg,0
test_0398.jpg,1
test_0399.jpg,1
test_0400.jpg,0
test_0401.jpg,0
test_0402.jpg,1
test_0403.jpg,0
test_0404.jpg,1
test_0405.jpg,0
test_0406.jpg,1
test_0407.jpg,0
test_0408.jpg,0
test_0409.jpg,1
test_0410.jpg,1
test_0411.jpg,0
test_0412.jpg,0
test_0413.jpg,1
test_0414.jpg,1
test_0415.jpg,0
test_0416.jpg,1
test_0417.jpg,0
test_0418.jpg,0
test_0419.jpg,1
test_0420.jpg,0
test_0421.jpg,1
test_0422.jpg,1
test_0423.jpg,0
test_0424.jpg,1
test_0425.jpg,1
test_0426.jpg,1
test_0427.jpg,1
test_0428.jpg,1
test_0429.jpg,0
test_0430.jpg,1
test_0431.jpg,1
test_0432.jpg,0
test_0433.jpg,1
test_0434.jpg,0
test_0435.jpg,0
test_0436.jpg,0
test_0437.jpg,0
test_0438.jpg,0
test_0439.jpg,0
test_0440.jpg,0
test_0441.jpg,1
test_0442.jpg,0
test_0443.jpg,1
test_0444.jpg,1
test_0445.jpg,0
test_0446.jpg,0
test_0447.jpg,0
test_0448.jpg,1
test_0449.jpg,0
test_0450.jpg,0
test_0451.jpg,1
test_0452.jpg,0
test_0453.jpg,1
test_0454.jpg,1
test_0455.jpg,1
test_0456.jpg,1
test_0457.jpg,1
test_0458.jpg,1
test_0459.jpg,0
test_0460.jpg,1
test_0461.jpg,1
test_0462.jpg,0
test_0463.jpg,1
test_0464.jpg,1
test_0465.jpg,1
test_0466.jpg,1
test_0467.jpg,0
test_0468.jpg,1
test_0469.jpg,1
test_0470.jpg,1
test_0471.jpg,1
test_0472.jpg,1
test_0473.jpg,0
test_0474.jpg,1
test_0475.jpg,0
test_0476.jpg,0
test_0477.jpg,1
test_0478.jpg,0
test_0479.jpg,0
test_0480.jpg,0
test_0481.jpg,1
test_0482.jpg,0
test_0483.jpg,0
test_0484.jpg,0
test_0485.jpg,0
test_0486.jpg,1
test_0487.jpg,0
test_0488.jpg,1
test_0489.jpg,1
test_0490.jpg,1
test_0491.jpg,0
test_0492.jpg,1
test_0493.jpg,0
test_0494.jpg,0
test_0495.jpg,1
test_0496.jpg,1
test_0497.jpg,0
test_0498.jpg,0
test_0499.jpg,1
test_0500.jpg,0
test_0501.jpg,1
test_0502.jpg,0
test_0503.jpg,0
test_0504.jpg,1
test_0505.jpg,0
test_0506.jpg,1
test_0507.jpg,1
test_0508.jpg,1
test_0509.jpg,0
test_0510.jpg,0
test_0511.jpg,1
